,initial_temp,min_temp,max_acc_solutions,instance 0 value,instance 0 num stocks,instance 1 value,instance 1 num stocks,instance 2 value,instance 2 num stocks,instance 3 value,instance 3 num stocks,instance 4 value,instance 4 num stocks,instance 5 value,instance 5 num stocks,instance 6 value,instance 6 num stocks,instance 7 value,instance 7 num stocks,instance 8 value,instance 8 num stocks,instance 9 value,instance 9 num stocks,instance 10 value,instance 10 num stocks,instance 11 value,instance 11 num stocks,instance 12 value,instance 12 num stocks,instance 13 value,instance 13 num stocks,instance 14 value,instance 14 num stocks,instance 15 value,instance 15 num stocks,instance 16 value,instance 16 num stocks,instance 17 value,instance 17 num stocks,instance 18 value,instance 18 num stocks,instance 19 value,instance 19 num stocks,instance 20 value,instance 20 num stocks
95,500,15,inf,633.0,16.0,239.0,19.0,5072.0,48.0,1659.0,48.0,611.0,33.0,96455.0,126.0,8828.0,92.0,3189.0,79.0,41901.0,154.0,25585.0,144.0,2487.0,78.0,525553.0,301.0,48959.0,217.0,22623.0,180.0,223733.0,317.0,94728.0,276.0,12437.0,163.0,2119230.0,596.0,330513.0,444.0,174262.0,371.0,1202117.0,644.0
96,750,1,1,615.0,16.0,170.0,19.0,4854.0,48.0,1358.0,48.0,145.0,32.0,96696.0,126.0,5566.0,90.0,2195.0,78.0,39676.0,154.0,21884.0,142.0,1234.0,77.0,511113.0,300.0,52661.0,218.0,29339.0,182.0,239802.0,318.0,94870.0,276.0,14781.0,165.0,2045135.0,593.0,372246.0,446.0,144935.0,369.0,1253852.0,650.0
97,750,1,2,615.0,16.0,192.0,19.0,4854.0,48.0,923.0,47.0,188.0,32.0,96279.0,126.0,6652.0,91.0,2153.0,78.0,39032.0,154.0,19759.0,142.0,2101.0,78.0,520732.0,301.0,52161.0,218.0,23442.0,180.0,252120.0,320.0,104896.0,278.0,15176.0,165.0,2025409.0,592.0,344897.0,444.0,176759.0,372.0,1156972.0,644.0
98,750,1,3,615.0,16.0,194.0,19.0,4871.0,48.0,1322.0,48.0,221.0,32.0,96450.0,126.0,6536.0,91.0,3013.0,79.0,44048.0,156.0,19903.0,142.0,1326.0,77.0,512516.0,300.0,48418.0,217.0,33080.0,183.0,239704.0,317.0,89938.0,275.0,16443.0,165.0,2103983.0,596.0,372370.0,446.0,167759.0,372.0,1132433.0,643.0
99,750,1,4,615.0,16.0,186.0,19.0,5045.0,48.0,1431.0,48.0,293.0,32.0,96347.0,126.0,5743.0,90.0,2805.0,79.0,37341.0,154.0,20063.0,142.0,1115.0,77.0,511596.0,300.0,49766.0,218.0,28466.0,182.0,218271.0,316.0,101304.0,278.0,16459.0,165.0,2159858.0,598.0,350104.0,444.0,170178.0,371.0,1285709.0,649.0
100,750,1,5,615.0,16.0,197.0,19.0,4931.0,48.0,1450.0,48.0,133.0,32.0,96289.0,126.0,5945.0,91.0,3073.0,79.0,41817.0,155.0,24929.0,144.0,2197.0,78.0,523981.0,301.0,56636.0,219.0,23125.0,180.0,251765.0,320.0,88435.0,275.0,12897.0,163.0,2082201.0,594.0,361204.0,445.0,170402.0,370.0,1202414.0,645.0
101,750,1,inf,615.0,16.0,200.0,19.0,4869.0,48.0,1444.0,48.0,166.0,32.0,101060.0,127.0,6904.0,91.0,2544.0,79.0,42927.0,155.0,16804.0,140.0,1741.0,78.0,515210.0,300.0,47064.0,217.0,25319.0,181.0,233573.0,318.0,91980.0,276.0,13024.0,164.0,2108685.0,596.0,289591.0,438.0,170330.0,369.0,1227689.0,648.0
102,750,5,1,615.0,16.0,223.0,19.0,5011.0,48.0,1357.0,48.0,235.0,32.0,96235.0,126.0,4493.0,89.0,2354.0,78.0,40547.0,155.0,21587.0,142.0,1831.0,77.0,512231.0,300.0,50280.0,218.0,23266.0,180.0,219295.0,317.0,105871.0,279.0,13514.0,164.0,2104422.0,596.0,305897.0,439.0,172238.0,371.0,1295447.0,650.0
103,750,5,2,615.0,16.0,211.0,19.0,4876.0,48.0,1426.0,48.0,258.0,32.0,96339.0,126.0,4866.0,90.0,2554.0,78.0,43895.0,156.0,21851.0,142.0,1848.0,78.0,499772.0,299.0,55502.0,219.0,18961.0,178.0,268477.0,320.0,98329.0,277.0,16123.0,166.0,2107609.0,596.0,356688.0,444.0,173041.0,371.0,1226200.0,648.0
104,750,5,3,617.0,16.0,200.0,19.0,4971.0,48.0,1573.0,48.0,236.0,32.0,96304.0,126.0,7813.0,91.0,2026.0,78.0,47385.0,156.0,18213.0,141.0,1390.0,77.0,522398.0,301.0,49951.0,218.0,22108.0,180.0,229256.0,317.0,94015.0,276.0,12015.0,164.0,2101777.0,595.0,306136.0,441.0,168168.0,370.0,1217260.0,643.0
105,750,5,4,617.0,16.0,232.0,19.0,5001.0,48.0,900.0,47.0,209.0,32.0,96393.0,126.0,5165.0,90.0,2668.0,78.0,40992.0,155.0,25783.0,144.0,1483.0,77.0,511098.0,300.0,55671.0,218.0,25555.0,180.0,247588.0,319.0,98630.0,278.0,15852.0,165.0,2115212.0,596.0,360287.0,446.0,170332.0,370.0,1186049.0,643.0
106,750,5,5,615.0,16.0,235.0,19.0,4884.0,48.0,1502.0,48.0,273.0,32.0,96692.0,126.0,7005.0,91.0,2160.0,78.0,41130.0,155.0,20489.0,142.0,1437.0,77.0,535616.0,302.0,57914.0,219.0,26514.0,181.0,237192.0,318.0,107142.0,279.0,15605.0,165.0,2098496.0,595.0,348497.0,445.0,165605.0,371.0,1252317.0,647.0
107,750,5,inf,615.0,16.0,166.0,19.0,4948.0,48.0,1756.0,48.0,161.0,32.0,96491.0,126.0,6519.0,91.0,3364.0,79.0,44475.0,155.0,28995.0,145.0,1511.0,77.0,511100.0,300.0,49635.0,217.0,23652.0,181.0,259402.0,320.0,88217.0,275.0,11840.0,164.0,2090730.0,595.0,348678.0,444.0,166502.0,370.0,1226607.0,646.0
108,750,10,1,627.0,16.0,250.0,19.0,5017.0,48.0,1787.0,48.0,350.0,32.0,96384.0,126.0,8563.0,92.0,3787.0,80.0,38388.0,154.0,20800.0,142.0,2209.0,78.0,512548.0,300.0,52321.0,218.0,24429.0,181.0,250704.0,320.0,84014.0,275.0,13845.0,164.0,2044616.0,593.0,345263.0,444.0,175507.0,370.0,1193549.0,645.0
109,750,10,2,621.0,16.0,221.0,19.0,5171.0,48.0,1791.0,48.0,263.0,32.0,101292.0,127.0,6388.0,91.0,4387.0,80.0,38603.0,154.0,27666.0,144.0,2202.0,78.0,524362.0,301.0,65374.0,221.0,25941.0,181.0,238948.0,318.0,101259.0,278.0,14304.0,164.0,2096124.0,595.0,333677.0,442.0,181908.0,374.0,1263125.0,649.0
110,750,10,3,621.0,16.0,242.0,19.0,5039.0,48.0,1486.0,48.0,321.0,32.0,96429.0,126.0,5490.0,90.0,2862.0,78.0,45554.0,156.0,18268.0,141.0,2488.0,78.0,511805.0,300.0,63339.0,220.0,25882.0,181.0,227986.0,317.0,95462.0,278.0,13104.0,164.0,2126120.0,597.0,344631.0,444.0,176512.0,370.0,1232646.0,646.0
111,750,10,4,623.0,16.0,303.0,19.0,4962.0,48.0,1422.0,48.0,368.0,32.0,96347.0,126.0,6588.0,91.0,2470.0,78.0,44265.0,155.0,23748.0,143.0,2014.0,78.0,526556.0,301.0,50185.0,217.0,24512.0,180.0,255062.0,320.0,105950.0,279.0,12050.0,163.0,2094021.0,595.0,356378.0,445.0,156885.0,369.0,1254804.0,647.0
112,750,10,5,627.0,16.0,262.0,19.0,4937.0,48.0,1567.0,48.0,274.0,32.0,96289.0,126.0,7283.0,91.0,2877.0,79.0,41613.0,155.0,23644.0,143.0,1494.0,77.0,524844.0,301.0,58567.0,219.0,23204.0,181.0,224655.0,316.0,89971.0,276.0,14419.0,164.0,2083596.0,594.0,365955.0,447.0,167457.0,369.0,1301619.0,652.0
113,750,10,inf,628.0,16.0,281.0,19.0,4942.0,48.0,1524.0,48.0,299.0,32.0,96562.0,126.0,7312.0,91.0,3390.0,79.0,48058.0,156.0,23939.0,143.0,2342.0,78.0,523376.0,301.0,50512.0,218.0,24513.0,181.0,225773.0,317.0,94393.0,276.0,13194.0,164.0,2101227.0,595.0,380882.0,448.0,164844.0,369.0,1290209.0,651.0
114,750,15,1,624.0,16.0,311.0,19.0,4975.0,48.0,1691.0,48.0,289.0,32.0,96326.0,126.0,8475.0,92.0,3882.0,80.0,39243.0,154.0,26406.0,144.0,2964.0,78.0,513182.0,300.0,57329.0,219.0,22765.0,180.0,239990.0,318.0,101431.0,277.0,16371.0,165.0,2092011.0,595.0,357869.0,446.0,166629.0,370.0,1208459.0,643.0
115,750,15,2,618.0,16.0,293.0,19.0,5483.0,48.0,2055.0,48.0,423.0,32.0,96420.0,126.0,7311.0,91.0,3897.0,79.0,46446.0,156.0,21963.0,142.0,3554.0,79.0,523653.0,301.0,68117.0,222.0,24179.0,181.0,243347.0,317.0,103709.0,278.0,14261.0,164.0,2122099.0,596.0,320154.0,442.0,176851.0,372.0,1162503.0,644.0
116,750,15,3,632.0,16.0,276.0,19.0,4950.0,48.0,1593.0,48.0,325.0,32.0,96498.0,126.0,7510.0,91.0,3087.0,79.0,41263.0,155.0,27519.0,144.0,2483.0,78.0,515529.0,300.0,54125.0,218.0,26277.0,181.0,256842.0,320.0,88704.0,276.0,13898.0,164.0,2080178.0,594.0,337426.0,443.0,168869.0,371.0,1192876.0,646.0
117,750,15,4,624.0,16.0,262.0,19.0,5106.0,48.0,1789.0,48.0,667.0,33.0,96390.0,126.0,6020.0,90.0,3948.0,80.0,38436.0,154.0,26690.0,144.0,2482.0,79.0,498666.0,299.0,53326.0,218.0,21914.0,179.0,243340.0,318.0,113397.0,280.0,16258.0,166.0,2105717.0,596.0,324294.0,442.0,163179.0,368.0,1250767.0,646.0
118,750,15,5,635.0,16.0,229.0,19.0,4954.0,48.0,2022.0,48.0,311.0,32.0,96544.0,126.0,6332.0,90.0,3239.0,79.0,46107.0,156.0,25419.0,144.0,3736.0,79.0,500789.0,299.0,59639.0,221.0,25375.0,180.0,227230.0,317.0,86020.0,276.0,14750.0,164.0,2138562.0,597.0,330628.0,442.0,175162.0,370.0,1267688.0,648.0
119,750,15,inf,636.0,16.0,291.0,19.0,4987.0,48.0,1542.0,48.0,510.0,33.0,96621.0,126.0,6903.0,91.0,2148.0,78.0,41866.0,155.0,25794.0,144.0,1705.0,77.0,499519.0,299.0,56249.0,219.0,23163.0,180.0,221797.0,317.0,85720.0,275.0,17159.0,166.0,2128874.0,597.0,310003.0,442.0,185682.0,372.0,1312246.0,652.0
120,1000,1,1,615.0,16.0,177.0,19.0,4871.0,48.0,1460.0,48.0,162.0,32.0,96374.0,126.0,5808.0,90.0,2249.0,78.0,36554.0,153.0,20748.0,142.0,1113.0,77.0,510204.0,300.0,48879.0,218.0,22764.0,179.0,251461.0,320.0,103455.0,277.0,14683.0,165.0,2119502.0,596.0,364782.0,446.0,178576.0,371.0,1206585.0,646.0
121,1000,1,2,615.0,16.0,181.0,19.0,5053.0,48.0,1424.0,48.0,359.0,33.0,97023.0,126.0,6685.0,91.0,2541.0,78.0,42631.0,155.0,20025.0,142.0,1488.0,78.0,510697.0,300.0,49053.0,217.0,24194.0,180.0,234386.0,317.0,88953.0,275.0,16623.0,165.0,2058063.0,593.0,295767.0,439.0,153599.0,367.0,1177400.0,643.0
122,1000,1,3,615.0,16.0,239.0,19.0,4874.0,48.0,1317.0,48.0,137.0,32.0,96279.0,126.0,5272.0,90.0,2625.0,79.0,40562.0,155.0,21313.0,142.0,1979.0,78.0,511023.0,300.0,46444.0,216.0,22367.0,180.0,233099.0,317.0,87013.0,275.0,12429.0,164.0,2120404.0,596.0,339184.0,444.0,156791.0,368.0,1195733.0,645.0
123,1000,1,4,615.0,16.0,131.0,19.0,4881.0,48.0,1170.0,48.0,170.0,32.0,96254.0,126.0,7465.0,91.0,2969.0,79.0,34954.0,153.0,23197.0,143.0,1032.0,77.0,501656.0,299.0,46795.0,217.0,28498.0,182.0,241715.0,319.0,98728.0,276.0,14158.0,164.0,2048990.0,593.0,344729.0,443.0,154351.0,368.0,1232495.0,647.0
124,1000,1,5,615.0,16.0,190.0,19.0,4872.0,48.0,954.0,47.0,170.0,32.0,96186.0,126.0,6636.0,91.0,2602.0,79.0,44655.0,155.0,21559.0,142.0,762.0,76.0,533118.0,302.0,50923.0,218.0,20135.0,180.0,263190.0,321.0,86827.0,274.0,14922.0,164.0,2077743.0,595.0,314087.0,441.0,178798.0,373.0,1321858.0,650.0
125,1000,1,inf,615.0,16.0,172.0,19.0,4886.0,48.0,1557.0,48.0,125.0,32.0,96300.0,126.0,8628.0,92.0,2806.0,79.0,40039.0,154.0,21805.0,142.0,1158.0,77.0,512852.0,300.0,58873.0,219.0,24144.0,181.0,229124.0,317.0,113806.0,280.0,10720.0,162.0,2121493.0,596.0,380961.0,447.0,169627.0,371.0,1256799.0,648.0
126,1000,5,1,615.0,16.0,195.0,19.0,5370.0,48.0,1604.0,48.0,214.0,32.0,96516.0,126.0,7288.0,91.0,3276.0,79.0,45452.0,156.0,23178.0,143.0,2034.0,78.0,512752.0,300.0,56329.0,218.0,30246.0,182.0,228464.0,318.0,107665.0,278.0,13467.0,164.0,2100788.0,596.0,388885.0,448.0,147835.0,367.0,1218208.0,646.0
127,1000,5,2,621.0,16.0,202.0,19.0,4987.0,48.0,1380.0,48.0,553.0,33.0,102378.0,127.0,5626.0,90.0,4011.0,79.0,40290.0,154.0,22491.0,142.0,1730.0,78.0,522874.0,301.0,51375.0,218.0,18672.0,177.0,244068.0,319.0,79137.0,273.0,10403.0,162.0,2121067.0,596.0,395565.0,448.0,176792.0,371.0,1204735.0,643.0
128,1000,5,3,623.0,16.0,185.0,19.0,4945.0,48.0,1655.0,48.0,267.0,32.0,96435.0,126.0,8918.0,92.0,2472.0,78.0,43100.0,155.0,22405.0,143.0,2561.0,79.0,526715.0,301.0,49631.0,218.0,20546.0,178.0,228561.0,316.0,95960.0,277.0,13253.0,165.0,2110999.0,595.0,304036.0,438.0,160520.0,368.0,1217746.0,646.0
129,1000,5,4,623.0,16.0,291.0,19.0,4886.0,48.0,1448.0,48.0,157.0,32.0,96293.0,126.0,6332.0,91.0,2052.0,78.0,43139.0,155.0,23551.0,143.0,1923.0,77.0,523502.0,301.0,57101.0,219.0,22381.0,180.0,250153.0,319.0,86664.0,274.0,12051.0,163.0,2116042.0,596.0,334724.0,443.0,175901.0,370.0,1217496.0,646.0
130,1000,5,5,620.0,16.0,202.0,19.0,5100.0,48.0,1360.0,48.0,278.0,32.0,96315.0,126.0,6705.0,91.0,2205.0,78.0,42227.0,155.0,25395.0,144.0,1747.0,77.0,512887.0,300.0,58231.0,219.0,27106.0,181.0,225717.0,316.0,101784.0,277.0,15672.0,165.0,2140132.0,597.0,344624.0,444.0,161976.0,370.0,1183043.0,646.0
131,1000,5,inf,624.0,16.0,153.0,19.0,4992.0,48.0,1641.0,48.0,209.0,32.0,96634.0,126.0,6451.0,91.0,2897.0,79.0,43045.0,155.0,21509.0,142.0,1871.0,78.0,500965.0,299.0,42757.0,216.0,24051.0,181.0,217787.0,315.0,94663.0,276.0,12846.0,164.0,2134847.0,596.0,343252.0,442.0,166318.0,369.0,1110533.0,641.0
132,1000,10,1,632.0,16.0,240.0,19.0,4927.0,48.0,1426.0,48.0,310.0,32.0,96304.0,126.0,6773.0,91.0,2702.0,78.0,39081.0,154.0,28630.0,145.0,1864.0,78.0,521219.0,301.0,60333.0,220.0,21789.0,179.0,214426.0,315.0,92841.0,276.0,13734.0,164.0,2067643.0,594.0,339179.0,443.0,169976.0,370.0,1188564.0,644.0
133,1000,10,2,623.0,16.0,211.0,19.0,4965.0,48.0,1100.0,47.0,264.0,32.0,96388.0,126.0,7387.0,91.0,3882.0,79.0,42093.0,155.0,24576.0,143.0,1957.0,78.0,513960.0,300.0,43937.0,216.0,26130.0,180.0,235648.0,317.0,100984.0,276.0,12519.0,163.0,2103011.0,595.0,357780.0,445.0,178676.0,371.0,1289414.0,648.0
134,1000,10,3,630.0,16.0,310.0,19.0,4931.0,48.0,838.0,47.0,509.0,33.0,96551.0,126.0,5284.0,90.0,3399.0,79.0,38777.0,154.0,19224.0,141.0,1531.0,77.0,515263.0,300.0,49262.0,217.0,23568.0,180.0,208658.0,314.0,91223.0,276.0,13470.0,164.0,2094594.0,595.0,332588.0,443.0,188265.0,374.0,1321915.0,650.0
135,1000,10,4,627.0,16.0,262.0,19.0,4942.0,48.0,1541.0,48.0,325.0,32.0,96463.0,126.0,7164.0,91.0,3486.0,79.0,42923.0,155.0,20632.0,142.0,2030.0,78.0,500779.0,299.0,58642.0,219.0,27214.0,181.0,234488.0,317.0,100334.0,278.0,15448.0,164.0,2046235.0,593.0,359643.0,446.0,167405.0,370.0,1283220.0,651.0
136,1000,10,5,617.0,16.0,219.0,19.0,5050.0,48.0,2271.0,49.0,351.0,32.0,96340.0,126.0,6910.0,90.0,3169.0,79.0,42976.0,155.0,19723.0,142.0,2059.0,77.0,511530.0,300.0,64246.0,220.0,20179.0,179.0,224167.0,316.0,93861.0,278.0,12474.0,163.0,2124846.0,596.0,336353.0,443.0,167924.0,369.0,1306232.0,650.0
137,1000,10,inf,624.0,16.0,268.0,19.0,5121.0,48.0,1485.0,48.0,298.0,32.0,96840.0,126.0,7011.0,91.0,2846.0,79.0,39339.0,154.0,20855.0,142.0,2044.0,78.0,523250.0,301.0,57271.0,219.0,23723.0,179.0,233325.0,317.0,110739.0,280.0,13901.0,164.0,2086712.0,595.0,312110.0,441.0,156844.0,368.0,1299733.0,650.0
138,1000,15,1,635.0,16.0,284.0,19.0,5091.0,48.0,2030.0,48.0,366.0,32.0,96532.0,126.0,5934.0,90.0,2590.0,78.0,44119.0,156.0,21146.0,142.0,1718.0,77.0,514494.0,300.0,54127.0,218.0,20733.0,178.0,229561.0,318.0,98702.0,278.0,14752.0,165.0,2063990.0,594.0,369773.0,446.0,156023.0,366.0,1155273.0,644.0
139,1000,15,2,624.0,16.0,308.0,19.0,5028.0,48.0,1648.0,48.0,641.0,33.0,96589.0,126.0,6011.0,90.0,2992.0,79.0,40505.0,155.0,24817.0,144.0,2108.0,77.0,513479.0,300.0,56126.0,219.0,29651.0,183.0,232215.0,317.0,99256.0,278.0,14969.0,165.0,2041432.0,593.0,327292.0,442.0,153310.0,368.0,1194112.0,646.0
140,1000,15,3,621.0,16.0,247.0,19.0,4943.0,48.0,1785.0,48.0,400.0,32.0,96691.0,126.0,8858.0,92.0,3534.0,79.0,42203.0,155.0,20603.0,142.0,2416.0,78.0,526066.0,301.0,58904.0,219.0,24420.0,181.0,254474.0,319.0,90776.0,276.0,14020.0,164.0,2090267.0,595.0,360327.0,446.0,152487.0,368.0,1187273.0,645.0
141,1000,15,4,632.0,16.0,258.0,19.0,5085.0,48.0,1816.0,48.0,622.0,33.0,96426.0,126.0,6041.0,90.0,3519.0,79.0,39175.0,154.0,29023.0,145.0,2688.0,78.0,512348.0,300.0,49507.0,217.0,26930.0,180.0,241333.0,318.0,107380.0,279.0,12909.0,163.0,2074141.0,594.0,325348.0,442.0,172685.0,371.0,1262247.0,648.0
142,1000,15,5,627.0,16.0,272.0,19.0,4998.0,48.0,1696.0,48.0,266.0,32.0,96557.0,126.0,7556.0,91.0,2954.0,79.0,39754.0,154.0,29183.0,145.0,2393.0,78.0,512082.0,300.0,60497.0,219.0,24827.0,180.0,222794.0,316.0,92768.0,275.0,9830.0,162.0,2078235.0,594.0,295409.0,440.0,169759.0,370.0,1222228.0,646.0
143,1000,15,inf,623.0,16.0,274.0,19.0,5215.0,48.0,1849.0,48.0,362.0,32.0,96477.0,126.0,5653.0,90.0,2635.0,78.0,42049.0,155.0,20263.0,142.0,2147.0,78.0,512504.0,300.0,52597.0,218.0,24382.0,179.0,241443.0,318.0,97271.0,278.0,13775.0,164.0,2071507.0,594.0,328405.0,443.0,157444.0,368.0,1286824.0,649.0
